Campaign,Ad Group,Keyword,Match Type,Status
WW | NZ | Brand,Brand - Waterwell,waterwell clinic,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,see a naturopath online,Exact,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopathic consultation,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopathic consultation,Exact,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,qualified naturopath online,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,qualified naturopath online,Exact,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,best online naturopath australia,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,best online naturopath australia,Exact,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,naturopath consultation online australia,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,naturopath consultation online australia,Exact,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopath session australia,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopath session australia,Exact,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,naturopath telehealth booking australia,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,naturopath telehealth booking australia,Exact,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopath reviews australia,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopath reviews australia,Exact,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath online australia,Phrase,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath online australia,Exact,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,best online naturopath australia,Phrase,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,best online naturopath australia,Exact,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath sydney,Phrase,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath sydney,Exact,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath melbourne,Phrase,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath melbourne,Exact,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath brisbane,Phrase,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath brisbane,Exact,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath perth,Phrase,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath perth,Exact,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath adelaide,Phrase,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,naturopath adelaide,Exact,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,holistic health practitioner australia,Phrase,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,holistic health practitioner australia,Exact,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,nz naturopath for australians,Phrase,Enabled
WW | AU | Online Naturopath,General Naturopathy AU,nz naturopath for australians,Exact,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,naturopath for gut health australia,Phrase,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,naturopath for gut health australia,Exact,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,gut health naturopath online australia,Phrase,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,gut health naturopath online australia,Exact,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,naturopath for bloating australia,Phrase,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,naturopath for bloating australia,Exact,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,food intolerance naturopath australia,Phrase,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,food intolerance naturopath australia,Exact,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,ibs natural support australia,Phrase,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,ibs natural support australia,Exact,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,digestive health naturopath online,Phrase,Enabled
WW | AU | Online Naturopath,Gut & Digestive Health AU,digestive health naturopath online,Exact,Enabled
WW | AU | Online Naturopath,Hormones & Women's Health AU,naturopath for hormones australia,Phrase,Enabled
WW | AU | Online Naturopath,Hormones & Women's Health AU,naturopath for hormones australia,Exact,Enabled
WW | AU | Online Naturopath,Hormones & Women's Health AU,hormone balance support naturopath,Phrase,Enabled
WW | AU | Online Naturopath,Hormones & Women's Health AU,hormone balance support naturopath,Exact,Enabled
WW | AU | Online Naturopath,Hormones & Women's Health AU,naturopath for pms australia,Phrase,Enabled
WW | AU | Online Naturopath,Hormones & Women's Health AU,naturopath for pms australia,Exact,Enabled
WW | AU | Online Naturopath,Hormones & Women's Health AU,menopause support naturopath online,Phrase,Enabled
WW | AU | Online Naturopath,Hormones & Women's Health AU,menopause support naturopath online,Exact,Enabled
WW | AU | Online Naturopath,Hormones & Women's Health AU,naturopath for hormonal acne australia,Phrase,Enabled
WW | AU | Online Naturopath,Hormones & Women's Health AU,naturopath for hormonal acne australia,Exact,Enabled
WW | AU | Online Naturopath,Fatigue & Energy AU,naturopath for fatigue australia,Phrase,Enabled
WW | AU | Online Naturopath,Fatigue & Energy AU,naturopath for fatigue australia,Exact,Enabled
WW | AU | Online Naturopath,Fatigue & Energy AU,low energy naturopath online australia,Phrase,Enabled
WW | AU | Online Naturopath,Fatigue & Energy AU,low energy naturopath online australia,Exact,Enabled
WW | AU | Online Naturopath,Fatigue & Energy AU,naturopath for tiredness australia,Phrase,Enabled
WW | AU | Online Naturopath,Fatigue & Energy AU,naturopath for tiredness australia,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,naturopath for eczema,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,naturopath for eczema,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema naturopath,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema naturopath,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,naturopath for eczema australia,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,naturopath for eczema australia,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema naturopath online,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema naturopath online,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema natural treatment,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema natural treatment,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,natural eczema help,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,natural eczema help,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,online eczema specialist,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,online eczema specialist,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema naturopath online australia,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema naturopath online australia,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,natural remedies for eczema australia,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,natural remedies for eczema australia,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema support naturopath australia,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema support naturopath australia,Exact,Enabled
WW | AU | Skin Conditions,TSW AU,tsw naturopath,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,tsw naturopath,Exact,Enabled
WW | AU | Skin Conditions,TSW AU,topical steroid withdrawal help,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,topical steroid withdrawal help,Exact,Enabled
WW | AU | Skin Conditions,TSW AU,topical steroid withdrawal support,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,topical steroid withdrawal support,Exact,Enabled
WW | AU | Skin Conditions,TSW AU,tsw natural treatment,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,tsw natural treatment,Exact,Enabled
WW | AU | Skin Conditions,TSW AU,steroid withdrawal skin support,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,steroid withdrawal skin support,Exact,Enabled
WW | AU | Skin Conditions,TSW AU,tsw support australia,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,tsw support australia,Exact,Enabled
WW | AU | Skin Conditions,TSW AU,tsw recovery support australia,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,tsw recovery support australia,Exact,Enabled
WW | AU | Skin Conditions,TSW AU,red skin syndrome naturopath australia,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,red skin syndrome naturopath australia,Exact,Enabled
WW | AU | Skin Conditions,TSW AU,topical steroid withdrawal naturopath australia,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,topical steroid withdrawal naturopath australia,Exact,Enabled
WW | AU | Skin Conditions,Psoriasis AU,naturopath for psoriasis,Phrase,Enabled
WW | AU | Skin Conditions,Psoriasis AU,naturopath for psoriasis,Exact,Enabled
WW | AU | Skin Conditions,Psoriasis AU,psoriasis natural treatment australia,Phrase,Enabled
WW | AU | Skin Conditions,Psoriasis AU,psoriasis natural treatment australia,Exact,Enabled
WW | AU | Skin Conditions,Psoriasis AU,psoriasis naturopath online,Phrase,Enabled
WW | AU | Skin Conditions,Psoriasis AU,psoriasis naturopath online,Exact,Enabled
WW | AU | Skin Conditions,Psoriasis AU,natural remedies for psoriasis australia,Phrase,Enabled
WW | AU | Skin Conditions,Psoriasis AU,natural remedies for psoriasis australia,Exact,Enabled
WW | AU | Skin Conditions,Acne AU,naturopath for acne,Phrase,Enabled
WW | AU | Skin Conditions,Acne AU,naturopath for acne,Exact,Enabled
WW | AU | Skin Conditions,Acne AU,natural acne treatment australia,Phrase,Enabled
WW | AU | Skin Conditions,Acne AU,natural acne treatment australia,Exact,Enabled
WW | AU | Skin Conditions,Acne AU,hormonal acne naturopath australia,Phrase,Enabled
WW | AU | Skin Conditions,Acne AU,hormonal acne naturopath australia,Exact,Enabled
WW | AU | Skin Conditions,Acne AU,acne naturopath online australia,Phrase,Enabled
WW | AU | Skin Conditions,Acne AU,acne naturopath online australia,Exact,Enabled
WW | AU | Skin Conditions,Rosacea AU,naturopath for rosacea,Phrase,Enabled
WW | AU | Skin Conditions,Rosacea AU,naturopath for rosacea,Exact,Enabled
WW | AU | Skin Conditions,Rosacea AU,rosacea natural treatment australia,Phrase,Enabled
WW | AU | Skin Conditions,Rosacea AU,rosacea natural treatment australia,Exact,Enabled
WW | AU | Skin Conditions,Rosacea AU,rosacea naturopath online,Phrase,Enabled
WW | AU | Skin Conditions,Rosacea AU,rosacea naturopath online,Exact,Enabled
WW | AU | Skin Conditions,Skin Infections AU,naturopath for skin infections australia,Phrase,Enabled
WW | AU | Skin Conditions,Skin Infections AU,naturopath for skin infections australia,Exact,Enabled
WW | AU | Skin Conditions,Skin Infections AU,recurring skin infections naturopath online,Phrase,Enabled
WW | AU | Skin Conditions,Skin Infections AU,recurring skin infections naturopath online,Exact,Enabled
WW | AU | Skin Conditions,Skin Infections AU,natural skin infection support australia,Phrase,Enabled
WW | AU | Skin Conditions,Skin Infections AU,natural skin infection support australia,Exact,Enabled
WW | AU | Skin Conditions,Skin Infections AU,naturopath chronic urticaria,Phrase,Enabled
WW | AU | Skin Conditions,Skin Infections AU,naturopath chronic urticaria,Exact,Enabled
