Country,Campaign,Ad group,Type,Slot,Text,Chars,Your notes
NZ,WW | NZ | Brand,Brand - Waterwell,Headline,H1,Waterwell Clinic NZ,19,
AU,WW | AU | Online Naturopath,Online Naturopath Consult AU,Headline,H11,Book A Naturopath Online,24,
AU,WW | AU | Online Naturopath,Online Naturopath Consult AU,Headline,H12,Naturopath Video Consultation,29,
AU,WW | AU | Online Naturopath,Online Naturopath Consult AU,Headline,H13,Consults Across Australia,25,
AU,WW | AU | Online Naturopath,Online Naturopath Consult AU,Headline,H14,"One Practitioner, By Video",26,
AU,WW | AU | Online Naturopath,Online Naturopath Consult AU,Headline,H15,Book Your Free Chat Today,25,
AU,WW | AU | Online Naturopath,Online Naturopath Consult AU,Description,D1,"Full naturopathic consultations by secure video, wherever you are in Australia.",79,
AU,WW | AU | Online Naturopath,Online Naturopath Consult AU,Description,D2,32 five-star Google reviews and more than a decade of consulting experience.,76,
AU,WW | AU | Online Naturopath,Online Naturopath Consult AU,Description,D3,Works alongside your existing GP care. A root-cause approach to your health.,76,
AU,WW | AU | Online Naturopath,Online Naturopath Consult AU,Description,D4,"A free, relaxed 15-minute discovery call comes first, no pressure, no obligation.",81,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H1,Naturopath Online Australia,27,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H2,"Online Naturopath, Australia",28,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H3,A Decade In Practice,20,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H4,Works Alongside Your GP,23,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H5,"One Naturopath, All AU",22,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H6,"Book Direct, No Waitlist",24,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H7,Rated 5 Stars By 32 Clients,27,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H8,Practising 10+ Years,20,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H9,Complements Your Current Care,29,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H10,A Relaxed Free 15-Min Call,26,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H11,Book An Online Consultation,27,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H12,Whole-Body Naturopathy,22,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H13,Online Video Consultations,26,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H14,No Local Clinic Needed,22,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Headline,H15,Book Your Naturopath Session,28,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Description,D1,"Naturopathic consultations by secure video, wherever you are in Australia.",74,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Description,D2,32 five-star Google reviews and more than ten years of consulting experience.,77,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Description,D3,"A whole-body approach, not just the symptom in front of you. Works with your GP.",80,
AU,WW | AU | Online Naturopath,General Naturopathy AU,Description,D4,"First step: a free 15-minute discovery call. No pressure, no obligation either way.",83,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H1,Naturopath For Gut Health,25,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H2,Discuss Bloating & Digestion,28,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H3,"IBS Support, Australia",22,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H4,Discuss Gut & Digestion,23,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H5,32 Five-Star Google Reviews,27,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H6,No Clinic Visit Required,24,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H7,"32 Google Reviews, 5 Stars",26,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H8,10+ Years Helping Patients,26,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H9,Fits Around Your Current Care,29,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H10,Book Your Free Discovery,24,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H11,Book A Gut Health Consult,25,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H12,Alongside Your Current Care,27,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H13,"Secure Video, From Home",23,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H14,"Personalised, Not Generic",25,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Headline,H15,Book Your Discovery Call,24,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Description,D1,"Book an online consultation to discuss bloating, IBS or digestion, Australia-wide.",82,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Description,D2,"A full consultation to talk through your digestion, by secure video.",68,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Description,D3,"A root-cause naturopath, working alongside your existing GP care.",65,
AU,WW | AU | Online Naturopath,Gut & Digestive Health AU,Description,D4,"Begin with a free 15-minute chat about your health. No pressure, no obligation.",79,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H1,Naturopath For Hormones,23,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H2,Discuss PMS & Cycle Health,26,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H3,Perimenopause Support Online,28,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H4,"Women's Health, Australia-Wide",30,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H5,Ten Years Of Consulting,23,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H6,"Online, Wherever You Are",24,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H7,A Genuine 5-Star Reputation,27,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H8,A Decade Of Clinical Work,25,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H9,Works Alongside Your Doctor,27,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H10,Free 15 Minutes To Talk,23,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H11,Book A Hormone Health Consult,29,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H12,Dual-Qualified Practitioner,27,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H13,"Video Calls, Fully Private",26,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H14,"One-On-One, Unhurried Care",26,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Headline,H15,See A Naturopath This Week,26,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Description,D1,"Book an online consultation to discuss hormones, cycles or menopause, Australia-wide.",85,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Description,D2,"More than ten years in practice, with 32 five-star Google reviews.",66,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Description,D3,"One-on-one, unhurried care, a plan built around your cycle, not a template.",75,
AU,WW | AU | Online Naturopath,Hormones & Women's Health AU,Description,D4,"A free 15-minute discovery call starts things off, no pressure either way.",74,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H1,Naturopath For Fatigue,22,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H2,Discuss Burnout & Energy,24,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H3,Adrenal Support Online,22,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H4,Naturopath For Low Energy,25,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H5,"One Practitioner, Throughout",28,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H6,"Video Consults, Australia-Wide",30,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H7,"5-Star Rated, 32 Reviews",24,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H8,"10+ Years, Same Practitioner",28,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H9,Adds To Your Existing Care,26,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H10,Your First Call Is Free,23,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H11,Book A Fatigue Consult,22,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H12,Works With Your Current Care,28,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H13,"Video Chats, Fully Secure",25,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H14,A Session Just For You,22,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Headline,H15,Start With A Free 15 Minutes,28,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Description,D1,"Book an online consultation to discuss fatigue, burnout or low energy, Australia-wide.",86,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Description,D2,"32 five-star Google reviews. Consultations by secure video, booked direct.",74,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Description,D3,"Works alongside your existing GP care, looking at what's driving the fatigue.",77,
AU,WW | AU | Online Naturopath,Fatigue & Energy AU,Description,D4,"15 free minutes, no obligation, a relaxed first chat about how you're feeling.",78,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H1,Naturopath For Eczema,21,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H2,Discuss Your Eczema Online,26,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H3,Eczema-Gut-Immune Link,22,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H4,"Adult Eczema, Discussed",23,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H5,A Decade In Skin Health,23,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H6,"Secure Video, Your Own Home",27,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H7,32 Verified 5-Star Reviews,26,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H8,Over A Decade Practising,24,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H9,Discuss Your Skin One-On-One,28,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H10,Sits Alongside Your GP Care,27,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H11,"Free, No-Pressure First Chat",28,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H12,Book An Eczema Consultation,27,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H13,Not Instead Of Your Doctor,26,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H14,"Video Consults, AU-Wide",23,
AU,WW | AU | Skin Conditions,Eczema AU,Headline,H15,Book Your Free Call Today,25,
AU,WW | AU | Skin Conditions,Eczema AU,Description,D1,"Book a consultation to discuss your eczema, by secure video, across Australia.",78,
AU,WW | AU | Skin Conditions,Eczema AU,Description,D2,"Look past the skin, discuss the gut and immune links behind eczema. Australia-wide.",83,
AU,WW | AU | Skin Conditions,Eczema AU,Description,D3,Start with a free 15-minute discovery call. No pressure and no obligation.,74,
AU,WW | AU | Skin Conditions,Eczema AU,Description,D4,Works alongside the care you already have with your GP.,55,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H1,TSW Naturopath Online,21,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H2,Discuss Steroid Withdrawal,26,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H3,Red Skin Syndrome Support,25,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H4,Going Through TSW? Talk To Us,29,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H5,Ten Years On Skin Cases,23,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H6,Appointments That Fit Work,26,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H7,5 Stars From 32 Patients,24,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H8,"10+ Years, One Practitioner",27,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H9,TSW Taken Seriously,19,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H10,Works With Your Treatment,25,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H11,15 Free Minutes To Start,24,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H12,Book A TSW Consultation,23,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H13,Your GP Stays In The Loop,25,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H14,"Unhurried, One-On-One Care",26,
AU,WW | AU | Skin Conditions,TSW AU,Headline,H15,"Patience, Not A Quick Fix",25,
AU,WW | AU | Skin Conditions,TSW AU,Description,D1,"Going through topical steroid withdrawal? Talk to a naturopath, Australia-wide.",79,
AU,WW | AU | Skin Conditions,TSW AU,Description,D2,"A relaxed, free 15-minute discovery call first, no pressure, no obligation.",75,
AU,WW | AU | Skin Conditions,TSW AU,Description,D3,"More than ten years of skin consultations, delivered by secure video.",69,
AU,WW | AU | Skin Conditions,TSW AU,Description,D4,"Unhurried consultations that take your full story into account, alongside your care.",84,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H1,Naturopath For Psoriasis,24,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H2,Discuss Psoriasis Online,24,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H3,Diet & Immune Factors,21,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H4,"Scalp Psoriasis, Discussed",26,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H5,Experienced In Skin Cases,25,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H6,Straight Onto The Calendar,26,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H7,Our 32 Five-Star Reviews,24,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H8,A Decade Of Consults,20,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H9,A Whole-Body Approach,21,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H10,Alongside Your Treatment Too,28,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H11,Book A Free Intro Call,22,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H12,Book A Psoriasis Consultation,29,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H13,Complements Your Medical Care,29,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H14,"Online Video, Australia-Wide",28,
AU,WW | AU | Skin Conditions,Psoriasis AU,Headline,H15,Book A Telehealth Consult,25,
AU,WW | AU | Skin Conditions,Psoriasis AU,Description,D1,"Book a consultation to discuss psoriasis, by secure video, Australia-wide.",74,
AU,WW | AU | Skin Conditions,Psoriasis AU,Description,D2,"Discuss the immune and lifestyle factors behind flare-ups, whole-body, not topical.",83,
AU,WW | AU | Skin Conditions,Psoriasis AU,Description,D3,"Free 15-minute discovery call first, then a full consultation if it suits.",74,
AU,WW | AU | Skin Conditions,Psoriasis AU,Description,D4,"10+ years experience, works alongside your current dermatologist or GP care.",76,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H1,Naturopath For Acne,19,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H2,Discuss Acne Online,19,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H3,"Hormonal Acne, Discussed",24,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H4,Adult Acne Naturopath,21,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H5,Ten Years Of Skin Consults,26,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H6,"Online Consults, Booked Direct",30,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H7,"Rated Five Stars, 32 Times",26,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H8,"10+ Years, Steady Care",22,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H9,Hormonal & Gut Factors,22,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H10,Complements Your Treatment,26,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H11,A Free First Conversation,25,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H12,Book An Acne Consultation,25,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H13,Fits Around Your GP Care,24,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H14,"Consults By Video, AU-Wide",26,
AU,WW | AU | Skin Conditions,Acne AU,Headline,H15,Book Your Online Session,24,
AU,WW | AU | Skin Conditions,Acne AU,Description,D1,"Book a consultation to discuss acne, adult or hormonal, Australia-wide.",71,
AU,WW | AU | Skin Conditions,Acne AU,Description,D2,"Discuss the hormonal and gut factors behind breakouts, whole-body, not topical.",79,
AU,WW | AU | Skin Conditions,Acne AU,Description,D3,Book a consultation to discuss your skin. Free 15-minute discovery call first.,78,
AU,WW | AU | Skin Conditions,Acne AU,Description,D4,"10+ years experience, works alongside your current dermatologist or GP care.",76,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H1,Naturopath For Rosacea,22,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H2,Discuss Rosacea Online,22,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H3,"Facial Redness, Discussed",25,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H4,Rosacea Trigger Support,23,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H5,Skin-Focused Consultations,26,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H6,Consult From Your Own Home,26,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H7,32 Five-Star Reviews Online,27,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H8,10+ Years On The Job,20,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H9,"Trigger Factors, Discussed",26,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H10,Complements Your Doctor,23,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H11,A Free Chat To Start,20,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H12,Book A Rosacea Consultation,27,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H13,Sits Beside Your GP Care,24,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H14,"Meet Online, Australia-Wide",27,
AU,WW | AU | Skin Conditions,Rosacea AU,Headline,H15,Schedule An Online Consult,26,
AU,WW | AU | Skin Conditions,Rosacea AU,Description,D1,"Book a consultation to discuss rosacea and its triggers, Australia-wide.",72,
AU,WW | AU | Skin Conditions,Rosacea AU,Description,D2,"Discuss the gut, stress and lifestyle triggers behind flare-ups, not just redness.",82,
AU,WW | AU | Skin Conditions,Rosacea AU,Description,D3,A free 15-minute discovery call to talk it through before you commit to anything.,81,
AU,WW | AU | Skin Conditions,Rosacea AU,Description,D4,"10+ years experience, works alongside your current dermatologist or GP care.",76,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H1,Recurring Skin Infections,25,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H2,Discuss Skin Concerns Online,28,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H3,"Chronic Hives, Discussed",24,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H4,Why It Keeps Recurring,22,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H5,Over Ten Years In Skin,22,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H6,No Referral Needed,18,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H7,"32 Reviews, 5 Stars Each",24,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H8,A Decade Behind Us,18,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H9,A Root-Cause Approach,21,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H10,Alongside Your Own Doctor,25,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H11,"No Cost, No Pressure Call",25,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H12,Book A Skin Consultation,24,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H13,Works With Your GP's Plan,25,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H14,"Secure Video, Australia-Wide",28,
AU,WW | AU | Skin Conditions,Skin Infections AU,Headline,H15,Book A Video Consultation,25,
AU,WW | AU | Skin Conditions,Skin Infections AU,Description,D1,"Book a consultation to discuss recurring skin infections or hives, Australia-wide.",82,
AU,WW | AU | Skin Conditions,Skin Infections AU,Description,D2,"Discuss the immune factors behind concerns that keep recurring, not just one-off.",81,
AU,WW | AU | Skin Conditions,Skin Infections AU,Description,D3,Free 15-minute discovery call first. Consultations booked straight off the calendar.,84,
AU,WW | AU | Skin Conditions,Skin Infections AU,Description,D4,"10+ years experience, works alongside your current dermatologist or GP care.",76,
